Date,KO,WRB,log_KO,log_WRB,spread,spread_mean,spread_std,z_score,ma_10,ma_30,momentum,volatility,hedged_returns,target,pred_proba,prediction,Position,strategy_return,capital
2024-08-16,67.69221496582031,56.61118698120117,4.2149711801866685,4.036206615523524,-3.549651188564064,-3.49378495024538,0.04471254369303999,-1.249453368213987,-3.5493622720432114,-3.526340326639356,-0.005556536947204371,0.016188619328161673,-0.014241855198035955,0,0.6977902255834649,1,1,-0.0,117.0421271010647
2024-08-19,67.49652099609375,56.453826904296875,4.2120760557516,4.033423081110896,-3.547224247898522,-3.495156065009151,0.04500955691175718,-1.1568250492101597,-3.5469097984464613,-3.5292104265229454,-0.01706879027715491,0.015829346420696642,0.0024232758921426687,0,0.6925546436352842,1,1,0.0024232758921426687,117.3257524660338
2024-08-20,67.88790893554688,56.40464782714844,4.217857947066583,4.032551563391411,-3.558501674336985,-3.4967868323721025,0.045418603119627726,-1.3588009697773455,-3.5463910376326324,-3.532348030124614,-0.009446493201971329,0.01531120055044195,-0.0113071877564422,0,0.7622361335663679,1,1,-0.0113071877564422,115.9991281542345
2024-08-21,68.07382202148438,56.670196533203125,4.220592734282075,4.037248438204509,-3.5587267090825287,-3.4983789495359683,0.045808466023544527,-1.3173931542598056,-3.546398178442768,-3.535729727492227,-0.02040005646609,0.015352666270598364,-0.00022072346647973758,1,0.7699117115123887,1,1,-0.00022072346647973758,115.97352442455966
2024-08-22,67.8389892578125,57.02426528930664,4.217137092460696,4.043476884077047,-3.5462790018299684,-3.499904009180528,0.045777946904464774,-1.0130422132347214,-3.5457477398298765,-3.5379352388717993,-0.010816368232951845,0.01535348349508562,0.012456410952210128,0,0.6841235476680244,1,1,0.012456410952210128,117.41813830436814
2024-08-23,68.28909301757812,57.260311126708984,4.223750061548999,4.047607733233778,-3.554049786402669,-3.5017203830073735,0.045617272902621096,-1.1471401086821418,-3.5467432533084575,-3.54056341137555,-0.004398597838605411,0.015337648234440766,-0.007801680312453882,0,0.730363945096602,1,1,-0.007801680312453882,116.50207952643396
2024-08-26,69.3165054321289,57.338985443115234,4.238683051460817,4.048980766596477,-3.5795522720455137,-3.504071325753291,0.04575331560073766,-1.649737189560217,-3.551682934750872,-3.544668993732347,-0.03232802414699165,0.016489383726738915,-0.025703211115599495,1,0.8668629719132496,1,1,-0.025703211115599495,113.50760198095968
2024-08-27,69.96231079101562,57.74223327636719,4.247956679779525,4.055988851636569,-3.589234319095617,-3.506514217157366,0.04613101633793682,-1.7931558527190787,-3.5557008485469326,-3.5485411884596725,-0.0307326447586318,0.018195171358009427,-0.009735061778699546,1,0.8929297827339411,1,1,-0.009735061778699546,112.40259846332302
2024-08-28,70.20693969726562,57.76190185546875,4.251447162232229,4.0563294209031024,-3.595175715332986,-3.508981169813733,0.04665615489503738,-1.8474421159044316,-3.5613857548185868,-3.5525629916292782,-0.03644900625045722,0.018967890409400757,-0.005952314549411797,1,0.9067768421009373,1,1,-0.005952314549411797,111.73354284109809
2024-08-29,70.50048828125,58.3421745300293,4.255619635769416,4.066325237142768,-3.5926892721332138,-3.51159644736655,0.0466572496582883,-1.7380541150748754,-3.567108418672207,-3.5567703136926534,-0.046410270303245404,0.02033357411273061,0.0025208801032826625,1,0.8984392475357423,1,1,0.0025208801032826625,112.01520970611547
2024-08-30,70.91146087646484,58.71591567993164,4.261432068943556,4.072710826027665,-3.5967645594132716,-3.51413983688625,0.046866142122363834,-1.7629938967729553,-3.571819755757127,-3.5581303130653423,-0.042714773010602336,0.02042467195496343,-0.004085316501682642,1,0.9039258632113306,1,1,-0.004085316501682642,111.55759212146363
