Date,KO,WRB,log_KO,log_WRB,spread,spread_mean,spread_std,z_score,Position,Entry_Value,Current_Value,hedged_returns,strategy_return,capital
2022-08-08,57.964351654052734,39.07839584350586,4.059828194931764,3.6655697783153505,-1.7460794689295565,,,,0,,,,,
2022-08-09,58.037986755371094,39.66408920288086,4.061097740222283,3.680446224253619,-1.7328952950495875,,,,0,,,0.013294304300267784,0.0,100.0
2022-08-10,58.59029769897461,40.363155364990234,4.070569114598143,3.6979173729297257,-1.728049251070149,,,,0,,,0.004939579457568994,0.0,100.0
2022-08-11,58.19447708129883,41.0874137878418,4.063790454724199,3.715701840730559,-1.701228999526064,,,,0,,,0.026948780704805907,0.0,100.0
2022-08-12,58.636322021484375,41.52196502685547,4.071354334286031,3.726222564974138,-1.7007907371926074,,,,0,,,0.00045557216053272384,0.0,100.0
2022-08-15,59.37272262573242,41.74238586425781,4.083834905842066,3.7315170601558165,-1.712132531140286,,,,0,,,-0.01143200178008021,-0.0,100.0
2022-08-16,59.860595703125,41.94392395019531,4.092018453980867,3.73633358214145,-1.718224473749391,,,,0,,,-0.006125081501209238,-0.0,100.0
2022-08-17,59.72251510620117,42.85712814331055,4.089709086757407,3.757871982278075,-1.6936077449751035,,,,0,,,0.024846802646108942,0.0,100.0
2022-08-18,60.03548812866211,42.88230895996094,4.0949358561844,3.7584593623268625,-1.6999875175931272,,,,0,,,-0.0063978396910974915,-0.0,100.0
2022-08-19,59.98945999145508,42.567413330078125,4.0941688799817975,3.7510890152520497,-1.7063355046097843,,,,0,,,-0.006321284577271575,-0.0,100.0
2022-08-22,59.09657287597656,41.370811462402344,4.079172934168494,3.722575595035663,-1.7148597048454843,,,,0,,,-0.008270661164289074,-0.0,100.0
2022-08-23,59.16100311279297,41.2448616027832,4.0802625936284125,3.7195265378162956,-1.7193612508187792,,,,0,,,-0.004497693965690855,-0.0,100.0
2022-08-24,59.24385452270508,41.761287689208984,4.081662053500052,3.7319697785685437,-1.7087834550058916,,,,0,,,0.010654229124321806,0.0,100.0
2022-08-25,59.529205322265625,42.49814224243164,4.086467037878577,3.7494603630321914,-1.6976977943090987,,,,0,,,0.011224104215606127,0.0,100.0
2022-08-26,58.09322738647461,41.90614318847656,4.062049088844237,3.735432431657861,-1.6791772115182457,,,,0,,,0.018224346558446243,0.0,100.0
2022-08-29,57.74342727661133,41.6605224609375,4.0560095295326555,3.7295539768232584,-1.6770050851378566,,,,0,,,0.002165108576858664,0.0,100.0
2022-08-30,57.20953750610352,41.0874137878418,4.0467206241034415,3.715701840730559,-1.678475343067217,,,,0,,,-0.0014320879587039013,-0.0,100.0
2022-08-31,56.80451583862305,40.810302734375,4.039615826767924,3.7089345675321996,-1.6757720994588357,,,,0,,,0.002692526519675241,0.0,100.0
2022-09-01,57.07146072387695,40.92366027832031,4.0443041795229195,3.7117083866998684,-1.6792477370265688,,,,0,,,-0.00348645972211495,-0.0,100.0
2022-09-02,56.289024353027344,40.791412353515625,4.030499566815997,3.70847157772429,-1.6640833431982474,,,,0,,,0.015043198341302407,0.0,100.0
2022-09-06,56.31664276123047,41.37711715698242,4.030990100009657,3.7227280023453684,-1.6504807870318823,,,,0,,,0.01370450324168719,0.0,100.0
2022-09-07,57.3568115234375,42.107666015625,4.049291607637514,3.7402298147442714,-1.6573744256772827,,,,0,,,-0.006964189373869199,-0.0,100.0
2022-09-08,57.18191909790039,42.83192825317383,4.046237748728659,3.757283811701272,-1.636249711322455,,,,0,,,0.021264754582323242,0.0,100.0
2022-09-09,57.36602020263672,42.59260559082031,4.049452145502217,3.7516806605287014,-1.6461375728435295,,,,0,,,-0.00987908691130293,-0.0,100.0
2022-09-12,57.531707763671875,42.83192825317383,4.052336235184694,3.757283811701272,-1.6443788409443285,,,,0,,,0.0017689097521641395,0.0,100.0
2022-09-13,55.6630859375,42.019493103027344,4.01931719720369,3.7381336321129495,-1.6195154703391412,,,,0,,,0.02432685993893431,0.0,100.0
2022-09-14,55.95764923095703,42.384769439697266,4.024595140890563,3.746789086378174,-1.6178953827467537,,,,0,,,0.00163905550282821,0.0,100.0
2022-09-15,55.19731903076172,42.66817855834961,4.01091438382027,3.753453409585023,-1.5929949531958938,,,,0,,,0.024798510609447835,0.0,100.0
2022-09-16,55.20659637451172,42.15805435180664,4.011082445681804,3.7414257540175058,-1.6052466310133182,,,,0,,,-0.0121796535199455,-0.0,100.0
2022-09-19,55.62384796142578,42.54851913452149,4.018612029466104,3.7506450514647804,-1.6060640800641446,,,,0,,,-0.0008127017057415423,-0.0,100.0
2022-09-20,55.540401458740234,41.80536651611328,4.017110710133773,3.73302471684294,-1.6216831936380531,,,,0,,,-0.015466284742277493,-0.0,100.0
2022-09-21,55.07678985595703,40.94255447387695,4.008728390679761,3.7121699738380864,-1.631364514866069,,,,0,,,-0.009512063940486584,-0.0,100.0
2022-09-22,54.94697189331055,40.58358001708984,4.006368572749051,3.703363551725968,-1.637025358812021,,,,0,,,-0.005625889566210645,-0.0,100.0
2022-09-23,54.33501052856445,40.26819610595703,3.995168780286112,3.6955619788751117,-1.6298978889691438,,,,0,,,0.0070745332697175565,0.0,100.0
2022-09-26,53.65813446044922,38.830047607421875,3.9826330784678445,3.6591943697902587,-1.6495557216666108,,,,0,,,-0.019108773609486807,-0.0,100.0
2022-09-27,52.27659225463867,39.46711730957031,3.956548704050035,3.6754678520334223,-1.5985124219816114,,,,0,,,0.050726876822444714,0.0,100.0
2022-09-28,52.83292007446289,40.02219772338867,3.9671344826841777,3.689434243274683,-1.598656608387079,,,,0,,,-0.00012115068606560926,-0.0,100.0
2022-09-29,52.4527587890625,41.113426208496094,3.9599129319159196,3.716334739896158,-1.5621299655587833,,,,0,,,0.03685705315464946,0.0,100.0
2022-09-30,51.94278717041016,40.734962463378906,3.950142866142788,3.7070867522789084,-1.5583547003318103,,,,0,,,0.003754484009713623,0.0,100.0
2022-10-03,52.52693939208984,41.876651763916016,3.9613261692686446,3.734728434475735,-1.545620080955599,,,,0,,,0.013036528428935821,0.0,100.0
2022-10-04,52.6474723815918,42.99311065673828,3.9636182294805917,3.761039885572246,-1.5223638886841062,,,,0,,,0.02360189035055789,0.0,100.0
2022-10-05,52.14677810668945,42.87957382202149,3.9540623982667054,3.758395577861045,-1.5122705128499825,,,,0,,,0.010036202751517034,0.0,100.0
2022-10-06,51.02483749389648,42.759727478027344,3.932312523857843,3.7555967128443775,-1.4860773403170486,,,,0,,,0.02588407255556812,0.0,100.0
2022-10-07,50.542686462402344,42.210960388183594,3.9228182557195495,3.742679912157783,-1.4863385194953542,,,,0,,,-0.00023800358312616073,-0.0,100.0
2022-10-10,50.431419372558594,42.633575439453125,3.9206143810932854,3.752642098699307,-1.4734386233046548,,,,0,,,0.012946449170316074,0.0,100.0
2022-10-11,50.514869689941406,42.93003463745117,3.9222677422453955,3.7595716890717172,-1.4687129219158752,,,,0,,,0.004747943638556145,0.0,100.0
2022-10-12,51.1268310546875,42.9678840637207,3.9343094289722265,3.760452954399013,-1.4838829232387702,,,,0,,,-0.015266644138940223,-0.0,100.0
2022-10-13,51.80370330810547,45.09356689453125,3.9474616391444437,3.8087395954149645,-1.4531278487967292,,,,0,,,0.03182407067145836,0.0,100.0
2022-10-14,50.978477478027344,44.21680450439453,3.9314035334181883,3.789104909235949,-1.451357482448115,,,,0,,,0.0017909253189533243,0.0,100.0
2022-10-17,51.63679885864258,44.973724365234375,3.9442345744877327,3.8060784162377863,-1.4514874316546096,,,,0,,,-9.527914544573898e-05,-0.0,100.0
2022-10-18,52.33222579956055,45.28910827636719,3.9576123533905356,3.813066568179481,-1.4623315237520944,,,,0,,,-0.010939429571183032,-0.0,100.0
2022-10-19,51.887149810791016,45.074649810791016,3.9490711643472958,3.8083200000251702,-1.4556929009482928,,,,0,,,0.006601386555617324,0.0,100.0
2022-10-20,51.07120513916016,44.31773376464844,3.933220838171616,3.791384907662544,-1.4514999057173883,,,,0,,,0.004169025477049535,0.0,100.0
2022-10-21,51.887149810791016,45.00526428222656,3.9490711643472958,3.8067794669776984,-1.4572334339957647,,,,0,,,-0.005782753371840817,-0.0,100.0
2022-10-24,53.379974365234375,45.774803161621094,3.97743566374461,3.8237337904228985,-1.4780882774516613,,,,0,,,-0.02125162827229498,-0.0,100.0
2022-10-25,54.65953826904297,43.56711196899414,4.001123733136087,3.774302553080316,-1.5590951176857906,,,,0,,,-0.08018195381099388,-0.0,100.0
2022-10-26,55.0675163269043,44.15372467041016,4.008560001965064,3.7876772874872273,-1.5556327432799462,,,,0,,,0.0035152692435061438,0.0,100.0
2022-10-27,55.19731903076172,44.87910461425781,4.01091438382027,3.803972310352719,-1.542476052428198,,,,0,,,0.013286481497293995,0.0,100.0
2022-10-28,56.33780670166016,46.216339111328125,4.031365832007453,3.833333395982946,-1.5403762347317724,,,,0,,,0.002254427736011793,0.0,100.0
2022-10-31,55.4940299987793,46.91648864746094,4.016275447377018,3.8483691839742096,-1.5052253421831598,,,,0,,,0.03511348691113878,0.0,100.0
2022-11-01,55.29931640625,47.490482330322266,4.0127605469012515,3.8605293189702303,-1.4883799329340137,,,,0,,,0.016911419790808062,0.0,100.0
2022-11-02,54.529727935791016,46.88494873046875,3.9987460196680695,3.847696701354274,-1.4825315369428864,,,,0,,,0.00580008954147548,0.0,100.0
2022-11-03,54.50190353393555,47.05525207519531,3.998235628287432,3.8513224873295617,-1.4782254120472778,-1.5966472819900142,0.09411018986415969,1.2583320691804853,0,,,0.004312532419050167,0.0,100.0
2022-11-04,54.94697189331055,47.23186111450195,4.006368572749051,3.8550686884778753,-1.4853202220601136,-1.5925082463254199,0.09316145972182392,1.1505618802599815,0,,,-0.007131988657683568,-0.0,100.0
2022-11-07,55.16023635864258,47.048946380615234,4.010242337880435,3.8511884721699197,-1.494364070214222,-1.5887220364073982,0.09220613270931616,1.0233372056785393,0,,,-0.009046344117484319,-0.0,100.0
2022-11-08,55.26222610473633,47.030025482177734,4.012089602881067,3.8507862377849564,-1.4972286625537938,-1.585058217542059,0.0911605705174027,0.9634599091445819,0,,,-0.002866787169068523,-0.0,100.0
2022-11-09,54.492637634277344,46.4307975769043,3.998065603264505,3.837962979935211,-1.4913582803467818,-1.5817269362852453,0.09068025761486426,0.9965637319015552,0,,,0.005821780679179569,0.0,100.0
2022-11-10,56.449066162109375,46.228946685791016,4.033338747714983,3.8336061535266617,-1.5427333243862367,-1.5792180884629217,0.08951195059830101,0.40759657043355163,0,,,-0.05220464358875955,-0.0,100.0
2022-11-11,56.85704040527344,44.008644104003906,4.0405400543102,3.7843860715323094,-1.6015525676120506,-1.5774628509466004,0.08793386649697423,-0.2739526603925581,0,,,-0.057662212764676354,-0.0,100.0
