Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
SAGE,SAGE THERAPEUTICS INC,Equity,0.02,139.28,13789,1920531.92,1920531.92,Health Care,BP4GNK9,US78667J1088,NASDAQ
BWXT,BWX TECHNOLOGIES INC,Equity,0.02,63.18,30227,1909741.86,1909741.86,Industrials,BZ0W624,US05605H1005,New York Stock Exchange Inc.
CCK,CROWN HOLDINGS INC,Equity,0.02,48.77,39041,1904029.57,1904029.57,Materials,2427986,US2283681060,New York Stock Exchange Inc.
OHI,OMEGA HEALTHCARE INVESTORS REIT IN,Equity,0.02,32.47,58097,1886409.59,1886409.59,Real Estate,2043274,US6819361006,New York Stock Exchange Inc.
HRC,HILL ROM HOLDINGS INC,Equity,0.02,94.02,20049,1885006.98,1885006.98,Health Care,2425924,US4314751029,New York Stock Exchange Inc.
CLR,CONTINENTAL RESOURCES INC,Equity,0.02,70.43,26748,1883861.64,1883861.64,Energy,B1XGWS3,US2120151012,New York Stock Exchange Inc.
ORI,OLD REPUBLIC INTERNATIONAL CORP,Equity,0.02,22.02,85484,1882357.68,1882357.68,Financials,2659109,US6802231042,New York Stock Exchange Inc.
CBSH,COMMERCE BANCSHARES INC,Equity,0.02,65,28875,1876875,1876875,Financials,2213204,US2005251036,NASDAQ
PRAH,PRA HEALTH SCIENCES INC,Equity,0.02,109.1,17199,1876410.9,1876410.9,Health Care,BSHZ3V5,US69354M1080,NASDAQ
SBNY,SIGNATURE BANK,Equity,0.02,113.69,16493,1875089.17,1875089.17,Financials,B00JQL9,US82669G1040,NASDAQ
CONE,CYRUSONE REIT INC,Equity,0.02,63.07,29624,1868385.68,1868385.68,Real Estate,B7YRLH9,US23283R1005,NASDAQ
CZR,CAESARS ENTERTAINMENT CORP,Equity,0.02,10.33,180144,1860887.52,1860887.52,Consumer Discretionary,B3TDL41,US1276861036,NASDAQ
AYI,ACUITY BRANDS INC,Equity,0.02,155.48,11964,1860162.72,1860162.72,Industrials,2818461,US00508Y1029,New York Stock Exchange Inc.
XRX,XEROX CORP,Equity,0.02,27.03,68503,1851636.09,1851636.09,Information Technology,BYWTW73,US9841216081,New York Stock Exchange Inc.
AXTA,AXALTA COATING SYSTEMS LTD,Equity,0.02,29.15,63401,1848139.15,1848139.15,Materials,BSFWCF5,BMG0750C1082,New York Stock Exchange Inc.
IDTI,INTEGRATED DEVICE TECHNOLOGY INC,Equity,0.02,47.08,39072,1839509.76,1839509.76,Information Technology,2462437,US4581181066,NASDAQ
CW,CURTISS WRIGHT CORP,Equity,0.02,137.89,13332,1838349.48,1838349.48,Industrials,2241205,US2315611010,New York Stock Exchange Inc.
RS,RELIANCE STEEL & ALUMINUM,Equity,0.02,85.33,21518,1836130.94,1836130.94,Materials,2729068,US7595091023,New York Stock Exchange Inc.
ALSN,ALLISON TRANSMISSION HOLDINGS INC,Equity,0.02,52.77,34752,1833863.04,1833863.04,Industrials,B4PZ892,US01973R1014,New York Stock Exchange Inc.
LPT,LIBERTY PROPERTY REIT TRUST,Equity,0.02,41.77,43687,1824805.99,1824805.99,Real Estate,2513681,US5311721048,New York Stock Exchange Inc.
TTC,TORO,Equity,0.02,59.34,30662,1819483.08,1819483.08,Industrials,2897040,US8910921084,New York Stock Exchange Inc.
PBF,PBF ENERGY INC CLASS A,Equity,0.02,50.87,35758,1819009.46,1819009.46,Energy,B7F4TJ7,US69318G1067,New York Stock Exchange Inc.
COTY,COTY INC CLASS A,Equity,0.02,12.77,142179,1815625.83,1815625.83,Consumer Staples,BBBSMJ2,US2220702037,New York Stock Exchange Inc.
JBLU,JETBLUE AIRWAYS CORP,Equity,0.02,18.93,95728,1812131.04,1812131.04,Industrials,2852760,US4771431016,NASDAQ
EV,EATON VANCE COM NON VOTING CORP,Equity,0.02,51.98,34837,1810827.26,1810827.26,Financials,2301057,US2782651036,New York Stock Exchange Inc.
RIG,TRANSOCEAN LTD,Equity,0.02,13.98,129392,1808900.16,1808900.16,Energy,B3KFWW1,CH0048265513,New York Stock Exchange Inc.
VVC,VECTREN CORP,Equity,0.02,71.44,25283,1806217.52,1806217.52,Utilities,2572949,US92240G1013,New York Stock Exchange Inc.
GPS,GAP INC,Equity,0.02,27.31,66030,1803279.3,1803279.3,Consumer Discretionary,2360326,US3647601083,New York Stock Exchange Inc.
DEI,DOUGLAS EMMETT REIT INC,Equity,0.02,37.58,47994,1803614.52,1803614.52,Real Estate,B1G3M58,US25960P1093,New York Stock Exchange Inc.
DNKN,DUNKIN BRANDS GROUP INC,Equity,0.02,71.68,24991,1791354.88,1791354.88,Consumer Discretionary,B3LHT03,US2655041000,NASDAQ
LECO,LINCOLN ELECTRIC HOLDINGS INC,Equity,0.02,94.18,19023,1791586.14,1791586.14,Industrials,2516851,US5339001068,NASDAQ
IONS,IONIS PHARMACEUTICALS INC,Equity,0.02,48.55,36838,1788484.9,1788484.9,Health Care,BDJ0LS6,US4622221004,NASDAQ
CFR,CULLEN FROST BANKERS INC,Equity,0.02,104.09,17136,1783686.24,1783686.24,Financials,2239556,US2298991090,New York Stock Exchange Inc.
OC,OWENS CORNING,Equity,0.02,53.86,33090,1782227.4,1782227.4,Industrials,B1FW7Q2,US6907421019,New York Stock Exchange Inc.
HLF,HERBALIFE NUTRITION LTD,Equity,0.02,54.04,32883,1776997.32,1776997.32,Consumer Staples,B0539H3,KYG4412G1010,New York Stock Exchange Inc.
NRZ,NEW RESIDENTIAL INVESTMENT REIT CO,Equity,0.02,17.81,99729,1776173.49,1776173.49,Financials,BRJ9GW0,US64828T2015,New York Stock Exchange Inc.
HXL,HEXCEL CORP,Equity,0.02,66.78,26543,1772541.54,1772541.54,Industrials,2416779,US4282911084,New York Stock Exchange Inc.
OKTA,OKTA INC CLASS A,Equity,0.02,68.1,25972,1768693.2,1768693.2,Information Technology,BDFZSP1,US6792951054,NASDAQ
HUN,HUNTSMAN CORP,Equity,0.02,26.78,65866,1763891.48,1763891.48,Materials,B0650B9,US4470111075,New York Stock Exchange Inc.
HAE,HAEMONETICS CORP,Equity,0.02,113.06,15596,1763283.76,1763283.76,Health Care,2401195,US4050241003,New York Stock Exchange Inc.
PII,POLARIS INDUSTRIES INC,Equity,0.02,99.51,17688,1760132.88,1760132.88,Consumer Discretionary,2692933,US7310681025,New York Stock Exchange Inc.
MSG,MADISON SQUARE GARDEN CLASS A,Equity,0.02,310.13,5673,1759367.49,1759367.49,Communication,BYQCZ35,US55825T1034,New York Stock Exchange Inc.
NFX,NEWFIELD EXPLORATION,Equity,0.02,28.56,61521,1757039.76,1757039.76,Energy,2635079,US6512901082,New York Stock Exchange Inc.
EEFT,EURONET WORLDWIDE INC,Equity,0.02,115.3,15238,1756941.4,1756941.4,Information Technology,2320148,US2987361092,NASDAQ
PODD,INSULET CORP,Equity,0.02,101.9,17229,1755635.1,1755635.1,Health Care,B1XGNW4,US45784P1012,NASDAQ
RNG,RINGCENTRAL INC CLASS A,Equity,0.02,87.02,20135,1752147.7,1752147.7,Information Technology,BDZCRX3,US76680R2067,New York Stock Exchange Inc.
LIVN,LIVANOVA PLC,Equity,0.02,121.66,14387,1750322.42,1750322.42,Health Care,BYMT0J1,GB00BYMT0J19,NASDAQ
BC,BRUNSWICK CORP,Equity,0.02,65.69,26628,1749193.32,1749193.32,Consumer Discretionary,2149309,US1170431092,New York Stock Exchange Inc.
ROL,ROLLINS INC,Equity,0.02,59.45,29425,1749316.25,1749316.25,Industrials,2747305,US7757111049,New York Stock Exchange Inc.
CIT,CIT GROUP INC,Equity,0.02,50.87,34304,1745044.48,1745044.48,Financials,B4Z73G0,US1255818015,New York Stock Exchange Inc.
MASI,MASIMO CORP,Equity,0.02,125.32,13921,1744579.72,1744579.72,Health Care,B1YWR63,US5747951003,NASDAQ
AIZ,ASSURANT INC,Equity,0.02,107.35,16141,1732736.35,1732736.35,Financials,2331430,US04621X1081,New York Stock Exchange Inc.
LPLA,LPL FINANCIAL HOLDINGS INC,Equity,0.02,63.76,27144,1730701.44,1730701.44,Financials,B75JX34,US50212V1008,NASDAQ
TWLO,TWILIO INC CLASS A,Equity,0.02,79.57,21683,1725316.31,1725316.31,Information Technology,BD6P5Q0,US90138F1021,New York Stock Exchange Inc.
HEIA,HEICO CORP CLASS A,Equity,0.02,74.04,23289,1724317.56,1724317.56,Industrials,2237561,US4228062083,New York Stock Exchange Inc.
PACW,PACWEST BANCORP,Equity,0.02,46.95,36717,1723863.15,1723863.15,Financials,2619772,US6952631033,NASDAQ
MUR,MURPHY OIL CORP,Equity,0.02,33.71,50586,1705254.06,1705254.06,Energy,2611206,US6267171022,New York Stock Exchange Inc.
LAZ,LAZARD LTD CLASS A,Equity,0.02,47.6,35796,1703889.6,1703889.6,Financials,B081VQ7,BMG540501027,New York Stock Exchange Inc.
WSO,WATSCO INC,Equity,0.02,176.4,9647,1701730.8,1701730.8,Industrials,2943039,US9426222009,New York Stock Exchange Inc.
LEG,LEGGETT & PLATT INC,Equity,0.02,43.03,39454,1697705.62,1697705.62,Consumer Discretionary,2510682,US5246601075,New York Stock Exchange Inc.
EVHC,ENVISION HEALTHCARE CORP,Equity,0.02,45.93,36809,1690637.37,1690637.37,Health Care,BD8NPH3,US29414D1000,New York Stock Exchange Inc.
GT,GOODYEAR TIRE & RUBBER,Equity,0.02,23.43,71886,1684288.98,1684288.98,Consumer Discretionary,2378200,US3825501014,NASDAQ
COMM,COMMSCOPE HOLDING INC,Equity,0.02,29.56,56972,1684092.32,1684092.32,Information Technology,BFRBX34,US20337X1090,NASDAQ
WAL,WESTERN ALLIANCE,Equity,0.02,55.86,30121,1682559.06,1682559.06,Financials,B0CCGJ4,US9576381092,New York Stock Exchange Inc.
RNR,RENAISSANCERE HOLDING LTD,Equity,0.02,138.9,12084,1678467.6,1678467.6,Financials,2728429,BMG7496G1033,New York Stock Exchange Inc.
FHN,FIRST HORIZON NATIONAL CORP,Equity,0.02,17.13,97768,1674765.84,1674765.84,Financials,2341484,US3205171057,New York Stock Exchange Inc.
ETSY,ETSY INC,Equity,0.02,47.52,35194,1672418.88,1672418.88,Consumer Discretionary,BWTN5N1,US29786A1060,NASDAQ
IPGP,IPG PHOTONICS CORP,Equity,0.02,155.5,10758,1672869,1672869,Information Technology,2698782,US44980X1090,NASDAQ
GNTX,GENTEX CORP,Equity,0.02,20.95,79761,1670992.95,1670992.95,Consumer Discretionary,2366799,US3719011096,NASDAQ
ACC,AMERICAN CAMPUS COMMUNITIES REIT I,Equity,0.02,41.25,40489,1670171.25,1670171.25,Real Estate,B02H871,US0248351001,New York Stock Exchange Inc.
FL,FOOT LOCKER INC,Equity,0.02,47.41,35173,1667551.93,1667551.93,Consumer Discretionary,2980906,US3448491049,New York Stock Exchange Inc.
MAN,MANPOWER INC,Equity,0.02,83.99,19848,1667033.52,1667033.52,Industrials,2562490,US56418H1005,New York Stock Exchange Inc.
SON,SONOCO PRODUCTS,Equity,0.02,55.6,29944,1664886.4,1664886.4,Materials,2821395,US8354951027,New York Stock Exchange Inc.
LGND,LIGAND PHARMACEUTICALS INC,Equity,0.02,268.11,6201,1662550.11,1662550.11,Health Care,2501578,US53220K5048,NASDAQ
AMH,AMERICAN HOMES RENT REIT CLASS A,Equity,0.02,21.29,78019,1661024.51,1661024.51,Real Estate,BCF5RR9,US02665T3068,New York Stock Exchange Inc.
SERV,SERVICEMASTER GLOBAL HOLDINGS INC,Equity,0.02,40.2,41307,1660541.4,1660541.4,Consumer Discretionary,BNG8BF0,US81761R1095,New York Stock Exchange Inc.
STWD,STARWOOD PROPERTY TRUST REIT INC,Equity,0.02,21.41,77502,1659317.82,1659317.82,Financials,B3PQ520,US85571B1052,New York Stock Exchange Inc.
FAF,FIRST AMERICAN FINANCIAL CORP,Equity,0.02,51.7,31866,1647472.2,1647472.2,Financials,B4NFPK4,US31847R1023,New York Stock Exchange Inc.
SCG,SCANA CORP,Equity,0.02,38.16,43050,1642788,1642788,Utilities,2545844,US80589M1027,New York Stock Exchange Inc.
GWR,GENESEE & WYOMING INC CLASS A,Equity,0.02,90.95,17973,1634644.35,1634644.35,Industrials,2374060,US3715591059,New York Stock Exchange Inc.
SNV,SYNOVUS FINANCIAL CORP,Equity,0.02,45.02,36104,1625402.08,1625402.08,Financials,BMH4NJ8,US87161C5013,New York Stock Exchange Inc.
UTHR,UNITED THERAPEUTICS CORP,Equity,0.02,126.11,12853,1620891.83,1620891.83,Health Care,2430412,US91307C1027,NASDAQ
WH,WYNDHAM HOTELS RESORTS INC,Equity,0.02,53.85,30000,1615500,1615500,Consumer Discretionary,BF108P4,US98311A1051,New York Stock Exchange Inc.
FCEA,FOREST CITY REALTY REIT INC TRUST,Equity,0.02,25.1,64328,1614632.8,1614632.8,Real Estate,BD8Q486,US3456051099,New York Stock Exchange Inc.
TDOC,TELADOC HEALTH INC,Equity,0.02,80.37,20091,1614713.67,1614713.67,Health Care,BYQRFY1,US87918A1051,New York Stock Exchange Inc.
ITT,ITT INC,Equity,0.02,60.67,26538,1610060.46,1610060.46,Industrials,BZBY209,US45073V1089,New York Stock Exchange Inc.
EXEL,EXELIXIS INC,Equity,0.02,17.94,89641,1608159.54,1608159.54,Health Care,2576941,US30161Q1040,NASDAQ
BHF,BRIGHTHOUSE FINANCIAL INC,Equity,0.02,44.18,36230,1600641.4,1600641.4,Financials,BF429K9,US10922N1037,NASDAQ
TRN,TRINITY INDUSTRIES INC,Equity,0.02,36.59,43696,1598836.64,1598836.64,Industrials,2904627,US8965221091,New York Stock Exchange Inc.
HRB,H&R BLOCK INC,Equity,0.02,25.93,61520,1595213.6,1595213.6,Consumer Discretionary,2105505,US0936711052,New York Stock Exchange Inc.
HTA,HEALTHCARE TRUST OF AMERICA REIT I,Equity,0.02,26,61197,1591122,1591122,Real Estate,BT9QF28,US42225P5017,New York Stock Exchange Inc.
NATI,NATIONAL INSTRUMENTS CORP,Equity,0.02,47.34,33514,1586552.76,1586552.76,Information Technology,2645078,US6365181022,NASDAQ
TRIP,TRIPADVISOR INC,Equity,0.02,50.45,31446,1586450.7,1586450.7,Communication,B6ZC3N6,US8969452015,NASDAQ
CUBE,CUBESMART REIT,Equity,0.02,28.01,56433,1580688.33,1580688.33,Real Estate,B6SW913,US2296631094,New York Stock Exchange Inc.
WBS,WEBSTER FINANCIAL CORP,Equity,0.02,57.95,27234,1578210.3,1578210.3,Financials,2945143,US9478901096,New York Stock Exchange Inc.
MAT,MATTEL INC,Equity,0.02,15.25,103438,1577429.5,1577429.5,Consumer Discretionary,2572303,US5770811025,NASDAQ
LOPE,GRAND CANYON EDUCATION INC,Equity,0.02,113.6,13880,1576768,1576768,Consumer Discretionary,B3F1XM1,US38526M1062,NASDAQ
MPW,MEDICAL PROPERTIES TRUST REIT INC,Equity,0.02,14.56,107992,1572363.52,1572363.52,Real Estate,B0JL5L9,US58463J3041,New York Stock Exchange Inc.
AVT,AVNET INC,Equity,0.02,43.36,36208,1569978.88,1569978.88,Information Technology,2066505,US0538071038,NASDAQ
ACM,AECOM,Equity,0.02,32.84,47685,1565975.4,1565975.4,Industrials,B1VZ431,US00766T1007,New York Stock Exchange Inc.
WSM,WILLIAMS SONOMA INC,Equity,0.02,63.08,24821,1565708.68,1565708.68,Consumer Discretionary,2967589,US9699041011,New York Stock Exchange Inc.
DNB,DUN & BRADSTREET CORP,Equity,0.02,142.73,10933,1560467.09,1560467.09,Industrials,2636254,US26483E1001,New York Stock Exchange Inc.
HUBS,HUBSPOT INC,Equity,0.02,145.88,10686,1558873.68,1558873.68,Information Technology,BR4T3B3,US4435731009,New York Stock Exchange Inc.
CY,CYPRESS SEMICONDUCTOR CORP,Equity,0.02,14.4,108224,1558425.6,1558425.6,Information Technology,2244549,US2328061096,NASDAQ
OLED,UNIVERSAL DISPLAY CORP,Equity,0.02,120.13,12974,1558566.62,1558566.62,Information Technology,2277880,US91347P1057,NASDAQ
ASH,ASHLAND GLOBAL INC,Equity,0.02,83.47,18659,1557466.73,1557466.73,Materials,BYND5N1,US0441861046,New York Stock Exchange Inc.
Z,ZILLOW GROUP INC CLASS C,Equity,0.02,42.26,36845,1557069.7,1557069.7,Communication,BYXJF62,US98954M2008,NASDAQ
GLIBA,GCI LIBERTY INC CLASS A,Equity,0.02,50.13,30933,1550671.29,1550671.29,Communication,BF7J0Q0,US36164V3050,NASDAQ
DISCA,DISCOVERY INC SERIES A,Equity,0.02,32.86,47168,1549940.48,1549940.48,Communication,B3D7K31,US25470F1049,NASDAQ
BRX,BRIXMOR PROPERTY GROUP REIT INC,Equity,0.02,16.98,91250,1549425,1549425,Real Estate,BFTDJL8,US11120U1051,New York Stock Exchange Inc.
MDU,MDU RESOURCES GROUP INC,Equity,0.02,25.82,59934,1547495.88,1547495.88,Utilities,2547323,US5526901096,New York Stock Exchange Inc.
MPWR,MONOLITHIC POWER SYSTEMS INC,Equity,0.02,124.8,12334,1539283.2,1539283.2,Information Technology,B01Z7J1,US6098391054,NASDAQ
X,US STEEL CORP CORP,Equity,0.02,29.57,52008,1537876.56,1537876.56,Materials,2824770,US9129091081,New York Stock Exchange Inc.
OSK,OSHKOSH CORP,Equity,0.02,71.19,21579,1536209.01,1536209.01,Industrials,2663520,US6882392011,New York Stock Exchange Inc.
CHE,CHEMED CORP,Equity,0.02,319.4,4806,1535036.4,1535036.4,Health Care,2190084,US16359R1032,New York Stock Exchange Inc.
PRI,PRIMERICA INC,Equity,0.02,119.96,12780,1533088.8,1533088.8,Financials,B50K3X8,US74164M1080,New York Stock Exchange Inc.
PFPT,PROOFPOINT INC,Equity,0.02,100.68,15205,1530839.4,1530839.4,Information Technology,B6VDQC3,US7434241037,NASDAQ
NWSA,NEWS CORP CLASS A,Equity,0.02,13.07,116761,1526066.27,1526066.27,Communication,BBGVT40,US65249B1098,NASDAQ
RGLD,ROYAL GOLD INC,Equity,0.02,78.69,19390,1525799.1,1525799.1,Materials,2755706,US7802871084,NASDAQ
HPP,HUDSON PACIFIC PROPERTIES REIT INC,Equity,0.02,32.46,46578,1511921.88,1511921.88,Real Estate,B64B9P8,US4440971095,New York Stock Exchange Inc.
EPR,EPR PROPERTIES REIT,Equity,0.02,67.64,22291,1507763.24,1507763.24,Real Estate,B8XXZP1,US26884U1097,New York Stock Exchange Inc.
STOR,STORE CAPITAL CORP,Equity,0.02,27.7,54396,1506769.2,1506769.2,Real Estate,BSKRKJ5,US8621211007,New York Stock Exchange Inc.
BPOP,POPULAR INC,Equity,0.02,50.74,29665,1505202.1,1505202.1,Financials,B86QM90,PR7331747001,NASDAQ
ATHN,ATHENAHEALTH INC,Equity,0.02,126.45,11801,1492236.45,1492236.45,Health Care,B24FJV8,US04685W1036,NASDAQ
HQY,HEALTHEQUITY INC,Equity,0.02,92.04,16212,1492152.48,1492152.48,Health Care,BP8XZL1,US42226A1079,NASDAQ
PWR,QUANTA SERVICES INC,Equity,0.02,33.63,44350,1491490.5,1491490.5,Industrials,2150204,US74762E1029,New York Stock Exchange Inc.
THG,HANOVER INSURANCE GROUP INC,Equity,0.02,118.27,12595,1489610.65,1489610.65,Financials,2020415,US4108671052,New York Stock Exchange Inc.
KEX,KIRBY CORP,Equity,0.02,83.49,17805,1486539.45,1486539.45,Industrials,2493534,US4972661064,New York Stock Exchange Inc.
IDA,IDACORP INC,Equity,0.02,99.05,14972,1482976.6,1482976.6,Utilities,2296937,US4511071064,New York Stock Exchange Inc.
AXS,AXIS CAPITAL HOLDINGS LTD,Equity,0.02,58.43,25280,1477110.4,1477110.4,Financials,2677606,BMG0692U1099,New York Stock Exchange Inc.
SLM,SLM CORP,Equity,0.02,11.09,133119,1476289.71,1476289.71,Financials,2101967,US78442P1066,NASDAQ
NUAN,NUANCE COMMUNICATIONS INC,Equity,0.02,17.28,85175,1471824,1471824,Information Technology,2402121,US67020Y1001,NASDAQ
GRA,WR GRACE,Equity,0.02,72.25,20340,1469565,1469565,Materials,2232685,US38388F1084,New York Stock Exchange Inc.
CR,CRANE,Equity,0.02,98.84,14855,1468268.2,1468268.2,Industrials,2231897,US2243991054,New York Stock Exchange Inc.
STL,STERLING BAN,Equity,0.02,21.7,67538,1465574.6,1465574.6,Financials,BFNXVB8,US85917A1007,New York Stock Exchange Inc.
NYCB,NEW YORK COMMUNITY BANCORP INC,Equity,0.02,10.27,142259,1460999.93,1460999.93,Financials,2711656,US6494451031,New York Stock Exchange Inc.
HHC,HOWARD HUGHES CORP,Equity,0.02,123.89,11738,1454220.82,1454220.82,Real Estate,B5VR4H9,US44267D1072,New York Stock Exchange Inc.
MTG,MGIC INVESTMENT CORP,Equity,0.02,13,111671,1451723,1451723,Financials,2548616,US5528481030,New York Stock Exchange Inc.
HIW,HIGHWOODS PROPERTIES REIT INC,Equity,0.02,46.96,30862,1449279.52,1449279.52,Real Estate,2420640,US4312841087,New York Stock Exchange Inc.
LSTR,LANDSTAR SYSTEM INC,Equity,0.02,117.93,12282,1448416.26,1448416.26,Industrials,2503994,US5150981018,NASDAQ
CASY,CASEYS GENERAL STORES INC,Equity,0.02,127.14,11376,1446344.64,1446344.64,Consumer Staples,2179414,US1475281036,NASDAQ
TOL,TOLL BROTHERS INC,Equity,0.02,33.4,43230,1443882,1443882,Consumer Discretionary,2896092,US8894781033,New York Stock Exchange Inc.
SIX,SIX FLAGS ENTERTAINMENT CORP,Equity,0.02,66.69,21513,1434701.97,1434701.97,Consumer Discretionary,B43VKB8,US83001A1025,New York Stock Exchange Inc.
BLKB,BLACKBAUD INC,Equity,0.02,97.93,14616,1431344.88,1431344.88,Information Technology,2458878,US09227Q1004,NASDAQ
WLL,WHITING PETROLEUM CORP,Equity,0.02,53.14,26833,1425905.62,1425905.62,Energy,BYWSWR0,US9663874090,New York Stock Exchange Inc.
PB,PROSPERITY BANCSHARES INC,Equity,0.02,68.64,20611,1414739.04,1414739.04,Financials,2310257,US7436061052,New York Stock Exchange Inc.
CACC,CREDIT ACCEPTANCE CORP,Equity,0.02,423.11,3340,1413187.4,1413187.4,Financials,2232050,US2253101016,NASDAQ
SRCL,STERICYCLE INC,Equity,0.02,56.09,25158,1411112.22,1411112.22,Industrials,2860826,US8589121081,NASDAQ
OLLI,OLLIES BARGAIN OUTLET HOLDINGS INC,Equity,0.02,93.61,15075,1411170.75,1411170.75,Consumer Discretionary,BZ22B38,US6811161099,NASDAQ
WTFC,WINTRUST FINANCIAL CORP,Equity,0.02,84.91,16525,1403137.75,1403137.75,Financials,2425258,US97650W1080,NASDAQ
IART,INTEGRA LIFESCIENCES HOLDINGS CORP,Equity,0.02,63.83,21963,1401898.29,1401898.29,Health Care,2248693,US4579852082,NASDAQ
LFUS,LITTELFUSE INC,Equity,0.02,193.9,7180,1392202,1392202,Information Technology,2531832,US5370081045,NASDAQ
PLNT,PLANET FITNESS INC CLASS A,Equity,0.02,51.47,27014,1390410.58,1390410.58,Consumer Discretionary,BYSFJV8,US72703H1014,New York Stock Exchange Inc.
OZK,BANK OZK,Equity,0.02,37.8,36636,1384840.8,1384840.8,Financials,BZ56Q65,US06417N1037,NASDAQ
HPT,HOSPITALITY PROPERTIES TRUST REIT,Equity,0.02,28.3,48869,1382992.7,1382992.7,Real Estate,2438966,US44106M1027,NASDAQ
UMPQ,UMPQUA HOLDINGS CORP,Equity,0.02,20.56,67248,1382618.88,1382618.88,Financials,2484389,US9042141039,NASDAQ
G,GENPACT LTD,Equity,0.02,30.27,45481,1376709.87,1376709.87,Information Technology,B23DBK6,BMG3922B1072,New York Stock Exchange Inc.
AL,AIR LEASE CORP CLASS A,Equity,0.02,45.63,30079,1372504.77,1372504.77,Industrials,B3XS562,US00912X3026,New York Stock Exchange Inc.
AGO,ASSURED GUARANTY LTD,Equity,0.02,42.42,32277,1369190.34,1369190.34,Financials,B00V7H8,BMG0585R1060,New York Stock Exchange Inc.
FGEN,FIBROGEN INC,Equity,0.02,59.07,23105,1364812.35,1364812.35,Health Care,BSDRYR8,US31572Q8087,NASDAQ
PNFP,PINNACLE FINANCIAL PARTNERS INC,Equity,0.02,59.2,23047,1364382.4,1364382.4,Financials,2675097,US72346Q1040,NASDAQ
GPK,GRAPHIC PACKAGING HOLDING,Equity,0.02,14.06,96384,1355159.04,1355159.04,Materials,B2Q8249,US3886891015,New York Stock Exchange Inc.
IBKC,IBERIABANK CORP,Equity,0.02,80.35,16858,1354540.3,1354540.3,Financials,2452450,US4508281080,NASDAQ
NFG,NATIONAL FUEL GAS,Equity,0.02,56.48,23984,1354616.32,1354616.32,Utilities,2626103,US6361801011,New York Stock Exchange Inc.
CRI,CARTERS INC,Equity,0.02,97.41,13885,1352537.85,1352537.85,Consumer Discretionary,2980939,US1462291097,New York Stock Exchange Inc.
LOGM,LOGMEIN INC,Equity,0.02,86.87,15570,1352565.9,1352565.9,Information Technology,B600J15,US54142L1098,NASDAQ
NUS,NU SKIN ENTERPRISES INC CLASS A,Equity,0.01,81.46,16581,1350688.26,1350688.26,Consumer Staples,2616870,US67018T1051,New York Stock Exchange Inc.
NVT,NVENT ELECTRIC PLC,Equity,0.01,27,50007,1350189,1350189,Industrials,BDVJJQ5,IE00BDVJJQ56,New York Stock Exchange Inc.
TDC,TERADATA CORP,Equity,0.01,37.36,35943,1342830.48,1342830.48,Information Technology,B247H10,US88076W1036,New York Stock Exchange Inc.
CACI,CACI INTERNATIONAL INC CLASS A,Equity,0.01,182.27,7365,1342418.55,1342418.55,Information Technology,2159267,US1271903049,New York Stock Exchange Inc.
RDN,RADIAN GROUP INC,Equity,0.01,20.15,66557,1341123.55,1341123.55,Financials,2173911,US7502361014,New York Stock Exchange Inc.
JBL,JABIL INC,Equity,0.01,27.2,49275,1340280,1340280,Information Technology,2471789,US4663131039,New York Stock Exchange Inc.
NTNX,NUTANIX INC CLASS A,Equity,0.01,41.81,31845,1331439.45,1331439.45,Information Technology,BYQBFT8,US67059N1081,NASDAQ
MKSI,MKS INSTRUMENTS INC,Equity,0.01,80.49,16485,1326877.65,1326877.65,Information Technology,2404871,US55306N1046,NASDAQ
TXRH,TEXAS ROADHOUSE INC,Equity,0.01,66.45,19906,1322753.7,1322753.7,Consumer Discretionary,B033TJ7,US8826811098,NASDAQ
S,SPRINT CORP,Equity,0.01,6.54,201911,1320497.94,1320497.94,Communication,BC4FF21,US85207U1051,New York Stock Exchange Inc.
GPT,GRAMERCY PROPERTY REIT TRUST,Equity,0.01,27.45,47997,1317517.65,1317517.65,Real Estate,BZ6F133,US3850023082,New York Stock Exchange Inc.
LSI,LIFE STORAGE INC,Equity,0.01,92.76,14191,1316357.16,1316357.16,Real Estate,BDCSFJ6,US53223X1072,New York Stock Exchange Inc.
LOXO,LOXO ONCOLOGY INC,Equity,0.01,166.17,7924,1316731.08,1316731.08,Health Care,BPCX7C2,US5488621013,NASDAQ
WWD,WOODWARD INC,Equity,0.01,79.22,16572,1312833.84,1312833.84,Industrials,2948089,US9807451037,NASDAQ
AR,ANTERO RESOURCES CORP,Equity,0.01,17.9,72998,1306664.2,1306664.2,Energy,BFD2WR8,US03674X1063,New York Stock Exchange Inc.
ASB,ASSOCIATED BANCORP,Equity,0.01,25.67,50755,1302880.85,1302880.85,Financials,2055718,US0454871056,New York Stock Exchange Inc.
ICUI,ICU MEDICAL INC,Equity,0.01,277.84,4691,1303347.44,1303347.44,Health Care,2451918,US44930G1076,NASDAQ
NSP,INSPERITY INC,Equity,0.01,115.55,11267,1301901.85,1301901.85,Industrials,2007281,US45778Q1076,New York Stock Exchange Inc.
RP,REALPAGE INC,Equity,0.01,61.06,21323,1301982.38,1301982.38,Information Technology,B4W2S29,US75606N1090,NASDAQ
BMS,BEMIS INC,Equity,0.01,47.77,27202,1299439.54,1299439.54,Materials,2090173,US0814371052,New York Stock Exchange Inc.
