Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
VRAY,VIEWRAY INC,Equity,0,9.5,13454,127813,127813,Health Care,BYSGPK2,US92672L1070,NASDAQ
WMIH,WMIH CORP,Equity,0,1.37,93453,128030.61,128030.61,Financials,B7GWVR2,US92936P1003,NASDAQ
ARII,AMERICAN RAILCAR INDUSTRIES INC,Equity,0,46.11,2765,127494.15,127494.15,Industrials,B0WR837,US02916P1030,NASDAQ
KIN,KINDRED BIOSCIENCES INC,Equity,0,13.24,9607,127196.68,127196.68,Health Care,BH3XG40,US4945771099,NASDAQ
STFC,STATE AUTO FINANCIAL CORP,Equity,0,29.81,4262,127050.22,127050.22,Financials,2841898,US8557071052,NASDAQ
WMC,WESTERN ASSET MORTGAGE CAPITAL REI,Equity,0,9.99,12733,127202.67,127202.67,Financials,B8421W6,US95790D1054,New York Stock Exchange Inc.
ACHN,ACHILLION PHARMACEUTICALS INC,Equity,0,3.87,32631,126281.97,126281.97,Health Care,B17T9T8,US00448Q2012,NASDAQ
AHT,ASHFORD HOSPITALITY TRUST REIT INC,Equity,0,5.99,21014,125873.86,125873.86,Real Estate,2310116,US0441031095,New York Stock Exchange Inc.
CELC,CELCUITY INC,Equity,0,28.88,4365,126061.2,126061.2,Health Care,BDH6M05,US15102K1007,NASDAQ
IPI,INTREPID POTASH INC,Equity,0,3.52,35728,125762.56,125762.56,Materials,B2QVR76,US46121Y1029,New York Stock Exchange Inc.
ONDK,ON DECK CAPITAL INC,Equity,0,7.25,17414,126251.5,126251.5,Financials,BTC3270,US6821631008,New York Stock Exchange Inc.
RBCAA,REPUBLIC BANCORP INC CLASS A,Equity,0,44.82,2816,126213.12,126213.12,Financials,2277114,US7602812049,NASDAQ
REI,RING ENERGY INC,Equity,0,8.72,14469,126169.68,126169.68,Energy,B1TGYD6,US76680V1089,Nyse Mkt Llc
CSTE,CAESARSTONE LTD,Equity,0,17.95,6974,125183.3,125183.3,Industrials,B796245,IL0011259137,NASDAQ
MITT,AG MORTGAGE INVESTMENT TRUST REIT,Equity,0,18.09,6949,125707.41,125707.41,Financials,B4NKX38,US0012281053,New York Stock Exchange Inc.
CLNE,CLEAN ENERGY FUELS CORP,Equity,0,2.53,49483,125191.99,125191.99,Energy,B1Y1PC2,US1844991018,NASDAQ
SYBX,SYNLOGIC INC,Equity,0,14.4,8678,124963.2,124963.2,Health Care,BF257T5,US87166L1008,NASDAQ
WNEB,WESTERN NEW ENGLAND BANCORP INC,Equity,0,10.48,11967,125414.16,125414.16,Financials,BZCNLM0,US9588921018,NASDAQ
GFF,GRIFFON CORP,Equity,0,15.34,8098,124223.32,124223.32,Industrials,2463344,US3984331021,New York Stock Exchange Inc.
CMRE,COSTAMARE INC,Equity,0,6.05,20533,124224.65,124224.65,Industrials,B566T98,MHY1771G1026,New York Stock Exchange Inc.
ADMS,ADAMAS PHARMACEUTICALS INC,Equity,0,19.57,6355,124367.35,124367.35,Health Care,BL25XY4,US00548A1060,NASDAQ
BLBD,BLUE BIRD CORP,Equity,0,24.84,5022,124746.48,124746.48,Industrials,BW0FQV1,US0953061068,NASDAQ
FRBK,REPUBLIC FIRST BANCORP INC,Equity,0,6.89,18102,124722.78,124722.78,Financials,2421546,US7604161072,NASDAQ
SONA,SOUTHERN NATIONAL BANCORP OF VIRGI,Equity,0,15.96,7768,123977.28,123977.28,Financials,B1GH4K9,US8433951048,NASDAQ
BZH,BEAZER HOMES INC,Equity,0,10.98,11228,123283.44,123283.44,Consumer Discretionary,B8KHZT0,US07556Q8814,New York Stock Exchange Inc.
HCCI,HERITAGE CRYSTAL INC,Equity,0,20.55,5996,123217.8,123217.8,Industrials,B2Q96P1,US42726M1062,NASDAQ
MODN,MODEL N INC,Equity,0,15.69,7888,123762.72,123762.72,Information Technology,B94Z434,US6075251024,New York Stock Exchange Inc.
PDVW,PDVWIRELESS INC,Equity,0,35.29,3490,123162.1,123162.1,Communication,BYP4ZG5,US69290R1041,NASDAQ
QNST,QUINSTREET INC,Equity,0,13.35,9226,123167.1,123167.1,Communication,B3PGPB9,US74874Q1004,NASDAQ
AKBA,AKEBIA THERAPEUTICS INC,Equity,0,8.62,14204,122438.48,122438.48,Health Care,BKKMP44,US00972D1054,NASDAQ
PAR,PAR TECHNOLOGY CORP,Equity,0,23.57,5202,122611.14,122611.14,Information Technology,2670036,US6988841036,New York Stock Exchange Inc.
RECN,RESOURCES CONNECTION INC,Equity,0,16.55,7380,122139,122139,Industrials,2697853,US76122Q1058,NASDAQ
WTTR,SELECT ENERGY SERVICES INC CLASS A,Equity,0,12.08,10137,122454.96,122454.96,Energy,BDHSLL5,US81617J3014,New York Stock Exchange Inc.
USAT,USA TECHNOLOGIES INC,Equity,0,7.37,16616,122459.92,122459.92,Information Technology,B0Z7XX9,US90328S5001,NASDAQ
OMN,OMNOVA SOLUTIONS INC,Equity,0,9.52,12824,122084.48,122084.48,Materials,2494720,US6821291019,New York Stock Exchange Inc.
NSSC,NAPCO SECURITY TECHNOLOGIES INC,Equity,0,14.69,8281,121647.89,121647.89,Information Technology,2622253,US6304021057,NASDAQ
VPG,VISHAY PRECISION GROUP INC,Equity,0,36.63,3332,122051.16,122051.16,Information Technology,B603LG3,US92835K1034,New York Stock Exchange Inc.
BRS,BRISTOW GROUP INC,Equity,0,11.97,10101,120908.97,120908.97,Energy,2656229,US1103941035,New York Stock Exchange Inc.
COWN,COWEN INC CLASS A,Equity,0,17.11,7052,120659.72,120659.72,Financials,BZ1J497,US2236226062,NASDAQ
CASA,CASA SYSTEMS INC,Equity,0,14.26,8432,120240.32,120240.32,Information Technology,BFB4889,US14713L1026,NASDAQ
AROW,ARROW FINANCIAL CORP,Equity,0,35.87,3344,119949.28,119949.28,Financials,2051374,US0427441029,NASDAQ
DCO,DUCOMMUN INC,Equity,0,39.69,2990,118673.1,118673.1,Industrials,2283229,US2641471097,New York Stock Exchange Inc.
HAYN,HAYNES INTERNATIONAL INC,Equity,0,35.32,3363,118781.16,118781.16,Materials,B02WVH7,US4208772016,NASDAQ
KIDS,ORTHOPEDIATRICS CORP,Equity,0,36.63,3241,118717.83,118717.83,Health Care,BYWL5L4,US68752L1008,NASDAQ
AMR,ALTA MESA RESOURCES INC CLASS A,Equity,0,4.11,28781,118289.91,118289.91,Energy,BG20612,US02133L1098,NASDAQ
NNBR,NN INC,Equity,0,15.28,7717,117915.76,117915.76,Industrials,2620558,US6293371067,NASDAQ
BKS,BARNES AND NOBLE INC,Equity,0,5.55,21268,118037.4,118037.4,Consumer Discretionary,2081144,US0677741094,New York Stock Exchange Inc.
CTT,CATCHMARK TIMBER TRUST INC TRUST C,Equity,0,11.12,10579,117638.48,117638.48,Real Estate,BH667R6,US14912Y2028,New York Stock Exchange Inc.
EVOP,EVO PAYMENTS INC CLASS A,Equity,0,23.95,4917,117762.15,117762.15,Information Technology,BG5NSM3,US26927E1047,NASDAQ
FISI,FINANCIAL INSTITUTIONS INC,Equity,0,30.5,3875,118187.5,118187.5,Financials,2596949,US3175854047,NASDAQ
IIPR,INNOVATIVE INDUSTRIAL PROPERTIES I,Equity,0,46.55,2544,118423.2,118423.2,Real Estate,BD0NN55,US45781V1017,New York Stock Exchange Inc.
NLS,NAUTILUS INC,Equity,0,13.71,8629,118303.59,118303.59,Consumer Discretionary,2415936,US63910B1026,New York Stock Exchange Inc.
TGH,TEXTAINER GROUP HOLDINGS LTD,Equity,0,12.5,9424,117800,117800,Industrials,B054DS5,BMG8766E1093,New York Stock Exchange Inc.
UCTT,ULTRA CLEAN HOLDINGS INC,Equity,0,12.43,9441,117351.63,117351.63,Information Technology,B00G0F2,US90385V1070,NASDAQ
SIEN,SIENTRA INC,Equity,0,23.43,4985,116798.55,116798.55,Health Care,BRTNNX2,US82621J1051,NASDAQ
OCN,OCWEN FINANCIAL CORP,Equity,0,4.01,29019,116366.19,116366.19,Financials,B14PL71,US6757463095,New York Stock Exchange Inc.
APTX,APTINYX INC,Equity,0,28.88,4029,116357.52,116357.52,Health Care,BFXGKR6,US03836N1037,NASDAQ
ABUS,ARBUTUS BIOPHARMA CORP,Equity,0,9.39,12337,115844.43,115844.43,Health Care,BZ0QMB7,CA03879J1003,NASDAQ
YORW,YORK WATER,Equity,0,30.36,3803,115459.08,115459.08,Utilities,2425292,US9871841089,NASDAQ
ACRE,ARES COMMERCIAL REAL ESTATE REIT C,Equity,0,13.77,8351,114993.27,114993.27,Financials,B77PWP5,US04013V1089,New York Stock Exchange Inc.
CCRN,CROSS COUNTRY HEALTHCARE INC,Equity,0,8.43,13649,115061.07,115061.07,Health Care,2809056,US2274831047,NASDAQ
FPRX,FIVE PRIME THERAPEUTICS INC,Equity,0,13.77,8359,115103.43,115103.43,Health Care,BDGTXL3,US33830X1046,NASDAQ
SD,SANDRIDGE ENERGY INC,Equity,0,11.16,10351,115517.16,115517.16,Energy,BD1XH30,US80007P8692,New York Stock Exchange Inc.
SSTI,SHOTSPOTTER INC,Equity,0,53.11,2179,115726.69,115726.69,Information Technology,BF1STB1,US82536T1079,NASDAQ
SPWR,SUNPOWER CORP,Equity,0,7.33,15742,115388.86,115388.86,Information Technology,B59DK93,US8676524064,NASDAQ
ZAGG,ZAGG INC,Equity,0,13.8,8348,115202.4,115202.4,Consumer Discretionary,B1BYGH6,US98884U1088,NASDAQ
LKSD,LSC COMMUNICATIONS INC,Equity,0,10.08,11335,114256.8,114256.8,Industrials,BYND5V9,US50218P1075,New York Stock Exchange Inc.
NTGN,NEON THERAPEUTICS INC,Equity,0,11.05,10385,114754.25,114754.25,Health Care,BFXHBJ8,US64050Y1001,NASDAQ
PCYO,PURE CYCLE CORP,Equity,0,11.34,10115,114704.1,114704.1,Utilities,B00YZY0,US7462283034,NASDAQ
RST,ROSETTA STONE INC,Equity,0,20.45,5600,114520,114520,Communication,B3VVMW8,US7777801074,New York Stock Exchange Inc.
VYGR,VOYAGER THERAPEUTICS INC,Equity,0,16.99,6721,114189.79,114189.79,Health Care,BY7RB53,US92915B1061,NASDAQ
AMRS,AMYRIS INC,Equity,0,7.36,15389,113263.04,113263.04,Energy,BF0FLW8,US03236M2008,NASDAQ
SWCH,SWITCH INC CLASS A,Equity,0,10.54,10810,113937.4,113937.4,Information Technology,BF2YWK8,US87105L1044,New York Stock Exchange Inc.
XELA,EXELA TECHNOLOGIES INC,Equity,0,6.59,17130,112886.7,112886.7,Information Technology,BF42H05,US30162V1026,NASDAQ
BOMN,BOSTON OMAHA CORP CLASS A,Equity,0,29.08,3868,112481.44,112481.44,Communication,BZB2L51,US1010441053,NASDAQ
CHUY,CHUYS HOLDINGS INC,Equity,0,25.15,4486,112822.9,112822.9,Consumer Discretionary,B88WMY1,US1716041017,NASDAQ
CTRN,CITI TRENDS INC,Equity,0,27.28,4128,112611.84,112611.84,Consumer Discretionary,B06FLD8,US17306X1028,NASDAQ
NXEO,NEXEO SOLUTIONS INC,Equity,0,12.23,9210,112638.3,112638.3,Industrials,BD20XX2,US65342H1023,NASDAQ
WINA,WINMARK CORP,Equity,0,160.16,703,112592.48,112592.48,Consumer Discretionary,2391092,US9742501029,NASDAQ
EVC,ENTRAVISION COMMUNICATIONS CORP CL,Equity,0,4.87,22884,111445.08,111445.08,Communication,2615112,US29382R1077,New York Stock Exchange Inc.
CURO,CURO GROUP HOLDINGS CORP,Equity,0,28.6,3922,112169.2,112169.2,Financials,BD2BVF3,US23131L1070,New York Stock Exchange Inc.
AXAS,ABRAXAS PETROLEUM CORP,Equity,0,2.32,48260,111963.2,111963.2,Energy,2003030,US0038301067,NASDAQ
IIN,INTRICON CORP,Equity,0,53.63,2087,111925.81,111925.81,Health Care,2794204,US46121H1095,NASDAQ
PKE,PARK ELECTROCHEM CORP,Equity,0,18.81,5918,111317.58,111317.58,Information Technology,2671307,US7004162092,New York Stock Exchange Inc.
ICHR,ICHOR HOLDINGS LTD,Equity,0,20.74,5366,111290.84,111290.84,Information Technology,BD2B5Y0,KYG4740B1059,NASDAQ
CDR,CEDAR REALTY TRUST REIT INC TRUST,Equity,0,4.4,25200,110880,110880,Real Estate,2033242,US1506022094,New York Stock Exchange Inc.
CHRA,CHARAH SOLUTIONS INC,Equity,0,7.51,14702,110412.02,110412.02,Industrials,BFML704,US15957P1057,New York Stock Exchange Inc.
HVT,HAVERTY FURNITURE COMPANIES INC,Equity,0,21.3,5212,111015.6,111015.6,Consumer Discretionary,2414245,US4195961010,New York Stock Exchange Inc.
LJPC,LA JOLLA PHARMACEUTICAL,Equity,0,19.21,5781,111053.01,111053.01,Health Care,BJ2SNT4,US5034596040,NASDAQ
BV,BRIGHTVIEW HOLDINGS INC,Equity,0,14.69,7483,109925.27,109925.27,Industrials,BG0ZML1,US10948C1071,New York Stock Exchange Inc.
CYTK,CYTOKINETICS INC,Equity,0,8.93,12347,110258.71,110258.71,Health Care,BBBSBJ5,US23282W6057,NASDAQ
LOVE,LOVESAC COMPANY,Equity,0,24.24,4529,109782.96,109782.96,Consumer Discretionary,BG88WJ0,US54738L1098,NASDAQ
SPNE,SEASPINE HOLDINGS CORP,Equity,0,16.61,6598,109592.78,109592.78,Health Care,BZ0XXD7,US81255T1088,NASDAQ
SRNE,SORRENTO THERAPEUTICS INC,Equity,0,4.2,26130,109746,109746,Health Care,BCT5QQ7,US83587F2020,NASDAQ
XXII,CENTURY GROUP INC,Equity,0,2.73,40380,110237.4,110237.4,Consumer Staples,B1FH4T9,US90137F1030,Nyse Mkt Llc
GBLI,GLOBAL INDEMNITY LTD CLASS A,Equity,0,37.5,2912,109200,109200,Financials,BD4D072,KYG3933F1054,NASDAQ
FMNB,FARMERS NATIONAL BANC CORP,Equity,0,15.07,7251,109272.57,109272.57,Financials,B019BK2,US3096271073,NASDAQ
FOR,FORESTAR GROUP INC,Equity,0,21.12,5154,108852.48,108852.48,Real Estate,BF16ZX9,US3462321015,New York Stock Exchange Inc.
NCBS,NICOLET BANKSHARES INC,Equity,0,54.1,2017,109119.7,109119.7,Financials,2012865,US65406E1029,NASDAQ
QTRX,QUANTERIX CORP,Equity,0,20.24,5366,108607.84,108607.84,Health Care,BD1KGN4,US74766Q1013,NASDAQ
SUP,SUPERIOR INDS INC,Equity,0,16.93,6386,108114.98,108114.98,Consumer Discretionary,2864141,US8681681057,New York Stock Exchange Inc.
FRPH,FRP HOLDINGS INC,Equity,0,60.38,1786,107838.68,107838.68,Real Estate,BTCB1W2,US30292L1070,NASDAQ
LL,LUMBER LIQUIDATORS HOLDINGS INC,Equity,0,14.11,7637,107758.07,107758.07,Consumer Discretionary,B5KKQN9,US55003T1079,New York Stock Exchange Inc.
MNOV,MEDICINOVA INC,Equity,0,12.48,8637,107789.76,107789.76,Health Care,B1L2QM5,US58468P2065,NASDAQ
NINE,NINE ENERGY SERVICE INC,Equity,0,32.49,3339,108484.11,108484.11,Energy,BF8DJ64,US65441V1017,New York Stock Exchange Inc.
PETQ,PETIQ INC CLASS A,Equity,0,35.96,3007,108131.72,108131.72,Health Care,BDH65C8,US71639T1060,NASDAQ
VCYT,VERACYTE INC,Equity,0,9.42,11461,107962.62,107962.62,Health Care,BFTWZY0,US92337F1075,NASDAQ
CENT,CENTRAL GARDEN AND PET,Equity,0,36.17,2964,107207.88,107207.88,Consumer Staples,2183868,US1535271068,NASDAQ
ANIP,ANI PHARMACEUTICALS INC,Equity,0,55.51,1939,107633.89,107633.89,Health Care,BCDWBX6,US00182C1036,NASDAQ
AVEO,AVEO PHARMACEUTICALS INC,Equity,0,2.97,36147,107356.59,107356.59,Health Care,B52G992,US0535881090,NASDAQ
FORR,FORRESTER RESEARCH INC,Equity,0,44.67,2407,107520.69,107520.69,Industrials,2398855,US3465631097,NASDAQ
MRNS,MARINUS PHARMACEUTICALS INC,Equity,0,8.52,12569,107087.88,107087.88,Health Care,BP96PR5,US56854Q1013,NASDAQ
PCSB,PCSB FINANCIAL CORP,Equity,0,20.05,5369,107648.45,107648.45,Financials,BF20LN2,US69324R1041,NASDAQ
ZIOP,ZIOPHARM ONCOLOGY INC,Equity,0,3.06,35176,107638.56,107638.56,Health Care,B0HZZ46,US98973P1012,NASDAQ
CAI,CAI INTERNATIONAL INC,Equity,0,21.83,4863,106159.29,106159.29,Industrials,B1VZ4J7,US12477X1063,New York Stock Exchange Inc.
ALLK,ALLAKOS INC,Equity,0,42.25,2507,105920.75,105920.75,Health Care,BDD19P8,US01671P1003,NASDAQ
BGSF,BG STAFFING INC,Equity,0,25.38,4200,106596,106596,Industrials,BKX6MK8,US05544A1097,Nyse Mkt Llc
BLMT,BSB BANCORP INC,Equity,0,32.08,3315,106345.2,106345.2,Financials,B6X0LC7,US05573H1086,NASDAQ
FBMS,FIRST BANCSHARES INC,Equity,0,39.02,2724,106290.48,106290.48,Financials,2184300,US3189161033,NASDAQ
TSBK,TIMBERLAND BANCORP INC,Equity,0,32.65,3270,106765.5,106765.5,Financials,2147734,US8870981011,NASDAQ
UFI,UNIFI INC,Equity,0,27.31,3897,106427.07,106427.07,Consumer Discretionary,2911865,US9046772003,New York Stock Exchange Inc.
UCFC,UNITED COMMUNITY FINANCIAL CORP,Equity,0,9.54,11137,106246.98,106246.98,Financials,2413297,US9098391025,NASDAQ
PHH,PHH CORP,Equity,0,10.99,9619,105712.81,105712.81,Financials,B05JV20,US6933202029,New York Stock Exchange Inc.
EROS,EROS INTERNATIONAL PLC CLASS A,Equity,0,12.47,8475,105683.25,105683.25,Communication,B86NL05,IM00B86NL059,New York Stock Exchange Inc.
AINC,ASHFORD INC,Equity,0,78.33,1347,105510.51,105510.51,Financials,BSJRS58,US0441041078,Nyse Mkt Llc
CTSO,CYTOSORBENTS CORP,Equity,0,12.33,8524,105100.92,105100.92,Health Care,BTCB1L1,US23283X2062,NASDAQ
FTSV,FORTY SEVEN INC,Equity,0,15.69,6730,105593.7,105593.7,Health Care,BG88WP6,US34983P1049,NASDAQ
LXRX,LEXICON PHARMACEUTICALS INC,Equity,0,9.91,10628,105323.48,105323.48,Health Care,BWFZX59,US5288723027,NASDAQ
TORC,RESTORBIO,Equity,0,13.35,7917,105691.95,105691.95,Health Care,BFFXYN9,US76133L1035,NASDAQ
TCDA,TRICIDA INC,Equity,0,29.92,3534,105737.28,105737.28,Health Care,BYZMG55,US89610F1012,NASDAQ
VSTM,VERASTEM INC,Equity,0,6.67,15852,105732.84,105732.84,Health Care,B4Z1Y92,US92337C1045,NASDAQ
MGTX,MEIRAGTX HOLDINGS PLC,Equity,0,13.37,7809,104406.33,104406.33,Health Care,BFYQFJ2,KYG596651029,NASDAQ
CRBP,CORBUS PHARMACEUTICALS HOLDINGS IN,Equity,0,7.97,13118,104550.46,104550.46,Health Care,BRYGB65,US21833P1030,NASDAQ
DS,DRIVE SHACK INC,Equity,0,5.71,18380,104949.8,104949.8,Consumer Discretionary,BD8QHD2,US2620771004,New York Stock Exchange Inc.
ELOX,ELOXX PHARMACEUTICALS INC,Equity,0,16.14,6471,104441.94,104441.94,Health Care,BFFWHH1,US29014R1032,NASDAQ
FDBC,FIDELITY D AND D BANCORP INC,Equity,0,69.65,1501,104544.65,104544.65,Financials,2610913,US31609R1005,NASDAQ
NWFL,NORWOOD FINANCIAL CORP,Equity,0,38.78,2698,104628.44,104628.44,Financials,2549233,US6695491075,NASDAQ
STRL,STERLING CONSTRUCTION INC,Equity,0,13.62,7669,104451.78,104451.78,Industrials,2632876,US8592411016,NASDAQ
GLDD,GREAT LAKES DREDGE AND DOCK CORP,Equity,0,6.19,16740,103620.6,103620.6,Industrials,B1LDZK9,US3906071093,NASDAQ
ATEN,A10 NETWORKS INC,Equity,0,6.13,16940,103842.2,103842.2,Information Technology,BKQVBN6,US0021211018,New York Stock Exchange Inc.
ACRS,ACLARIS THERAPEUTICS INC,Equity,0,14.86,6965,103499.9,103499.9,Health Care,BYV2W40,US00461U1051,NASDAQ
CYRX,CRYOPORT INC,Equity,0,12.52,8284,103715.68,103715.68,Health Care,BY2ZKK0,US2290503075,NASDAQ
NSTG,NANOSTRING TECHNOLOGIES INC,Equity,0,17.18,6046,103870.28,103870.28,Health Care,BBL59X6,US63009R1095,NASDAQ
SYX,SYSTEMAX INC,Equity,0,31.66,3260,103211.6,103211.6,Industrials,2394712,US8718511012,New York Stock Exchange Inc.
RRD,RR DONNELLEY AND SONS,Equity,0,4.9,21045,103120.5,103120.5,Industrials,BYND5W0,US2578672006,New York Stock Exchange Inc.
VIA,VIACOM INC CLASS A,Equity,0,36.36,2825,102717,102717,Communication,B0SRLD2,US92553P1021,NASDAQ
ANH,ANWORTH MORTGAGE ASSET REIT CORP,Equity,0,4.58,22495,103027.1,103027.1,Financials,2581901,US0373471012,New York Stock Exchange Inc.
RBBN,RIBBON COMMUNICATIONS INC,Equity,0,6.68,15417,102985.56,102985.56,Information Technology,BD2BLX1,US7625441040,NASDAQ
UNTY,UNITY BANCORP INC,Equity,0,22.63,4550,102966.5,102966.5,Financials,2083968,US9132901029,NASDAQ
ADMA,ADMA BIOLOGICS INC,Equity,0,5.9,17268,101881.2,101881.2,Health Care,B9NSBM2,US0008991046,NASDAQ
BHR,BRAEMAR HOTELS RESORTS INC,Equity,0,11.29,8991,101508.39,101508.39,Real Estate,BD8ZZ24,US10482B1017,New York Stock Exchange Inc.
LNDC,LANDEC CORP,Equity,0,14.04,7264,101986.56,101986.56,Consumer Staples,2517058,US5147661046,NASDAQ
SGYP,SYNERGY PHARMACEUTICALS INC,Equity,0,1.58,64513,101930.54,101930.54,Health Care,B60WSC5,US8716393082,NASDAQ
UPLD,UPLAND SOFTWARE INC,Equity,0,30.91,3300,102003,102003,Information Technology,BS7K7H4,US91544A1097,NASDAQ
AQST,AQUESTIVE THERAPEUTICS INC,Equity,0,17.9,5637,100902.3,100902.3,Health Care,BYVQJ96,US03843E1047,NASDAQ
LOCO,EL POLLO LOCO INC,Equity,0,12.09,8383,101350.47,101350.47,Consumer Discretionary,BP857F5,US2686031079,NASDAQ
GSHD,GOOSEHEAD INSURANCE INC CLASS A,Equity,0,30.92,3261,100830.12,100830.12,Financials,BZ2YT30,US38267D1090,NASDAQ
IIIV,I3 VERTICALS INC CLASS A,Equity,0,24.39,4130,100730.7,100730.7,Information Technology,BF2G4D1,US46571Y1073,NASDAQ
TRNC,TRONC INC,Equity,0,16.18,6167,99782.06,99782.06,Communication,BD6NYN4,US89703P1075,NASDAQ
CYH,COMMUNITY HEALTH SYSTEMS INC,Equity,0,2.96,33883,100293.68,100293.68,Health Care,2600248,US2036681086,New York Stock Exchange Inc.
ANCX,ACCESS NATIONAL CORP,Equity,0,26,3835,99710,99710,Financials,B01Y8T5,US0043371014,NASDAQ
HWKN,HAWKINS INC,Equity,0,40.11,2494,100034.34,100034.34,Materials,2415594,US4202611095,NASDAQ
MSL,MIDSOUTH BANCORP INC,Equity,0,15.24,6591,100446.84,100446.84,Financials,2587233,US5980391057,New York Stock Exchange Inc.
BRY,BERRY PETROLEUM CORP,Equity,0,17.93,5544,99403.92,99403.92,Energy,BF01Q65,US08579X1019,NASDAQ
ARL,AMERICAN REALTY INVESTORS INC,Equity,0,16.69,5921,98821.49,98821.49,Real Estate,2615974,US0291741090,New York Stock Exchange Inc.
CPRX,CATALYST PHARMACEUTICALS INC,Equity,0,3.58,27804,99538.32,99538.32,Health Care,B1G7Q03,US14888U1016,NASDAQ
IEA,INFRASTRUCTURE AND ENERGY ALTERNAT,Equity,0,10.48,9427,98794.96,98794.96,Industrials,BD5GSZ4,US45686J1043,NASDAQ
KURA,KURA ONCOLOGY INC,Equity,0,17.19,5759,98997.21,98997.21,Health Care,BYZD465,US50127T1097,NASDAQ
NVTR,NUVECTRA CORP,Equity,0,23.68,4171,98769.28,98769.28,Health Care,BDCPPG4,US67075N1081,NASDAQ
DBD,DIEBOLD NIXDORF INC,Equity,0,4.24,23090,97901.6,97901.6,Information Technology,2269229,US2536511031,New York Stock Exchange Inc.
EGLE,EAGLE BULK SHIPPING INC,Equity,0,5.72,17253,98687.16,98687.16,Industrials,BDHDGZ9,MHY2187A1432,NASDAQ
CCNE,CNB FINANCIAL CORP,Equity,0,27.96,3520,98419.2,98419.2,Financials,2619705,US1261281075,NASDAQ
CATC,CAMBRIDGE BANCORP,Equity,0,87.86,1114,97876.04,97876.04,Financials,2183062,US1321521098,NASDAQ
PBPB,POTBELLY CORP,Equity,0,12.08,8167,98657.36,98657.36,Consumer Discretionary,BF49P79,US73754Y1001,NASDAQ
TRC,TEJON RANCH,Equity,0,21.39,4593,98244.27,98244.27,Real Estate,2880448,US8790801091,New York Stock Exchange Inc.
GEFB,GREIF INC CLASS B,Equity,0,57.57,1697,97696.29,97696.29,Materials,2394080,US3976242061,New York Stock Exchange Inc.
GLRE,GREENLIGHT CAPITAL LTD CLASS A,Equity,0,12.19,7960,97032.4,97032.4,Financials,B1XRCZ3,KYG4095J1094,NASDAQ
AFI,ARMSTRONG FLOORING INC,Equity,0,17.71,5517,97706.07,97706.07,Industrials,BYY97H6,US04238R1068,New York Stock Exchange Inc.
CDXC,CHROMADEX CORP,Equity,0,3.91,24938,97507.58,97507.58,Health Care,BD0SJ96,US1710774076,NASDAQ
CIO,CITY OFFICE REIT INC,Equity,0,12.36,7852,97050.72,97050.72,Real Estate,BL25F37,US1785871013,New York Stock Exchange Inc.
COLL,COLLEGIUM PHARMACEUTICAL INC,Equity,0,15.34,6369,97700.46,97700.46,Health Care,BX7RSN3,US19459J1043,NASDAQ
FF,FUTUREFUEL CORP,Equity,0,17.91,5445,97519.95,97519.95,Materials,B3BBRD4,US36116M1062,New York Stock Exchange Inc.
INWK,INNERWORKINGS INC,Equity,0,7.81,12418,96984.58,96984.58,Industrials,B17W6V8,US45773Y1055,NASDAQ
MBIN,MERCHANTS BANCORP,Equity,0,24.49,3973,97298.77,97298.77,Financials,BYZ1PQ6,US58844R1086,NASDAQ
WTBA,WEST BANCORPORATION INC,Equity,0,22.88,4257,97400.16,97400.16,Financials,2408840,US95123P1066,NASDAQ
WHG,WESTWOOD HOLDINGS GROUP INC,Equity,0,50.97,1913,97505.61,97505.61,Financials,2958293,US9617651040,New York Stock Exchange Inc.
GLF,GULFMARK OFFSHORE INC,Equity,0,37.24,2580,96079.2,96079.2,Energy,BFN2R51,US4026295059,Nyse Mkt Llc
HRTG,HERITAGE INSURANCE HOLDINGS INC,Equity,0,14.59,6638,96848.42,96848.42,Financials,BMN9870,US42727J1025,New York Stock Exchange Inc.
RVSB,RIVERVIEW BANCORP INC,Equity,0,8.63,11176,96448.88,96448.88,Financials,2117920,US7693971001,NASDAQ
SMHI,SEACOR MARINE HOLDINGS INC,Equity,0,22.31,4312,96200.72,96200.72,Energy,BDR7T18,US78413P1012,New York Stock Exchange Inc.
TWI,TITAN INTERNATIONAL INC,Equity,0,7.37,13021,95964.77,95964.77,Industrials,2890265,US88830M1027,New York Stock Exchange Inc.
BCML,BAYCOM CORP,Equity,0,25.98,3664,95190.72,95190.72,Financials,BYSTY59,US07272M1071,NASDAQ
DX,DYNEX CAPITAL REIT INC,Equity,0,6.18,15463,95561.34,95561.34,Financials,2718680,US26817Q5062,New York Stock Exchange Inc.
GERN,GERON CORP,Equity,0,1.71,55940,95657.4,95657.4,Health Care,2370381,US3741631036,NASDAQ
INSP,INSPIRE MEDICAL SYSTEMS INC,Equity,0,40.35,2374,95790.9,95790.9,Health Care,BDT5KT5,US4577301090,New York Stock Exchange Inc.
CSV,CARRIAGE SERVICES INC,Equity,0,21.46,4414,94724.44,94724.44,Consumer Discretionary,2177786,US1439051079,New York Stock Exchange Inc.
AVLR,AVALARA INC,Equity,0,36.08,2633,94998.64,94998.64,Information Technology,BZ1NVP4,US05338G1067,New York Stock Exchange Inc.
